ip,provider,confidence,country,city,server_type,asn,asn_name,source,source_date,hostname,collection_method,threat_relevance,ip_role,prefix,score_prehire,tier_prehire,score_posthire,tier_posthire,indicator_id,first_seen,last_seen,active
212.56.49.114,pia,confirmed,CA,CA Montreal,ovpntcp,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",pia_api,2026-05-30,montreal425,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-30,2026-05-30,true
140.228.24.215,pia,confirmed,CA,CA Montreal,ovpntcp,AS174,"COGENT-174 - Cogent Communications, LLC, US",pia_api,2026-05-30,montreal430,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-30,2026-05-30,true
37.120.205.2,pia,confirmed,CA,CA Montreal,meta,AS9009,"M247 - M247 Europe SRL, RO",pia_api,2026-05-30,montreal433,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-08,2026-05-30,true
212.56.49.5,pia,confirmed,CA,CA Montreal,meta,AS3257,"GTT-BACKBONE - GTT Communications Inc., US",pia_api,2026-05-30,montreal425,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-07,2026-05-30,true
140.228.24.8,pia,confirmed,CA,CA Montreal,meta,AS174,"COGENT-174 - Cogent Communications, LLC, US",pia_api,2026-05-30,montreal430,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-10,2026-05-30,true
37.120.205.17,pia,confirmed,CA,CA Montreal,ikev2,AS9009,"M247 - M247 Europe SRL, RO",pia_api,2026-05-30,montreal433,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-30,2026-05-30,true
140.228.24.66,pia,confirmed,CA,CA Montreal,ikev2,AS174,"COGENT-174 - Cogent Communications, LLC, US",pia_api,2026-05-30,montreal430,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-30,2026-05-30,true
37.19.198.167,pia,confirmed,US,US New York,meta,AS212238,"CDNEXT - Datacamp Limited, GB",pia_api,2026-05-30,newyork432,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-07,2026-05-30,true
191.96.150.4,pia,confirmed,US,US New York,meta,AS174,"COGENT-174 - Cogent Communications, LLC, US",pia_api,2026-05-30,newyork437,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-07,2026-05-30,true
37.19.198.162,pia,confirmed,US,US New York,meta,AS212238,"CDNEXT - Datacamp Limited, GB",pia_api,2026-05-30,newyork447,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-08,2026-05-30,true
158.173.25.104,pia,confirmed,US,US New York,ovpnudp,AS212238,"CDNEXT - Datacamp Limited, GB",pia_api,2026-05-30,newyork432,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-30,2026-05-30,true
191.96.150.129,pia,confirmed,US,US New York,ovpnudp,AS174,"COGENT-174 - Cogent Communications, LLC, US",pia_api,2026-05-30,newyork437,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-30,2026-05-30,true
158.173.25.155,pia,confirmed,US,US New York,ovpnudp,AS212238,"CDNEXT - Datacamp Limited, GB",pia_api,2026-05-30,newyork447,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-23,2026-05-30,true
158.173.25.95,pia,confirmed,US,US New York,ovpntcp,AS212238,"CDNEXT - Datacamp Limited, GB",pia_api,2026-05-30,newyork432,Public API,Court-proven no-logs (3 FBI subpoenas returned no data),unknown,,8,contextual,8,contextual,VPN-011,2026-05-11,2026-05-30,true
